id,time,values,aqi,pollution
1,2023-01-31 14:10:00,117.1,182,Unhealthy
1,2023-01-31 14:10:30,484.2,467,Extremely hazardous
1,2023-01-31 14:11:30,174.6,224,Very unhealthy 
1,2023-01-31 14:12:00,85.1,166,Unhealthy
1,2023-01-31 14:13:00,34.2,97,Moderate
1,2023-01-31 14:13:30,347.2,397,Hazardous
1,2023-01-31 14:14:00,391.8,421,Extremely hazardous
1,2023-01-31 14:14:30,169.9,219,Very unhealthy 
1,2023-01-31 14:15:00,209.2,259,Very unhealthy 
1,2023-01-31 14:16:30,491.4,470,Extremely hazardous
1,2023-01-31 14:17:00,429.7,440,Extremely hazardous
1,2023-01-31 14:18:00,415.4,432,Extremely hazardous
1,2023-01-31 14:19:00,244.5,294,Very unhealthy 
1,2023-01-31 14:19:30,225.5,275,Very unhealthy 
1,2023-01-31 14:20:00,443.7,447,Extremely hazardous
1,2023-01-31 14:22:00,186.2,236,Very unhealthy 
1,2023-01-31 14:22:30,496.0,473,Extremely hazardous
1,2023-01-31 14:23:00,395.7,423,Extremely hazardous
1,2023-01-31 14:23:30,489.2,469,Extremely hazardous
1,2023-01-31 14:24:30,376.3,413,Extremely hazardous
1,2023-01-31 14:25:00,7.2,30,Good
1,2023-01-31 14:26:00,313.7,363,Hazardous
1,2023-01-31 14:28:00,355.9,403,Extremely hazardous
1,2023-01-31 14:29:00,404.0,427,Extremely hazardous
1,2023-01-31 14:30:00,497.6,474,Extremely hazardous
1,2023-01-31 14:31:30,478.9,464,Extremely hazardous
1,2023-01-31 14:32:00,503.2,476,Extremely hazardous
1,2023-01-31 14:32:30,485.3,467,Extremely hazardous
1,2023-01-31 14:34:30,9.8,41,Good
1,2023-01-31 14:35:30,88.5,167,Unhealthy
1,2023-01-31 14:36:00,264.4,314,Hazardous
1,2023-01-31 14:36:30,331.8,381,Hazardous
1,2023-01-31 14:38:00,383.0,416,Extremely hazardous
1,2023-01-31 14:38:30,191.2,241,Very unhealthy 
1,2023-01-31 14:39:00,356.0,403,Extremely hazardous
1,2023-01-31 14:40:30,437.3,443,Extremely hazardous
1,2023-01-31 14:41:00,97.9,172,Unhealthy
1,2023-01-31 14:41:30,538.5,494,Extremely hazardous
1,2023-01-31 14:42:00,462.1,456,Extremely hazardous
1,2023-01-31 14:42:30,292.3,342,Hazardous
1,2023-01-31 14:43:00,380.9,415,Extremely hazardous
1,2023-01-31 14:46:00,138.6,194,Unhealthy
1,2023-01-31 14:46:30,281.7,331,Hazardous
1,2023-01-31 14:47:00,366.6,408,Extremely hazardous
1,2023-01-31 14:48:00,257.3,307,Hazardous
1,2023-01-31 14:48:30,227.9,277,Very unhealthy 
1,2023-01-31 14:49:30,96.4,172,Unhealthy
1,2023-01-31 14:50:00,492.1,471,Extremely hazardous
1,2023-01-31 14:50:30,396.1,423,Extremely hazardous
1,2023-01-31 14:51:30,241.6,291,Very unhealthy 
1,2023-01-31 14:52:30,207.2,257,Very unhealthy 
1,2023-01-31 14:54:00,522.3,486,Extremely hazardous
1,2023-01-31 14:54:30,46.1,126,Slightly unhealthy
1,2023-01-31 14:55:30,80.8,163,Unhealthy
1,2023-01-31 14:57:30,312.0,362,Hazardous
1,2023-01-31 14:58:00,408.3,429,Extremely hazardous
1,2023-01-31 14:59:30,324.7,374,Hazardous
1,2023-01-31 15:01:00,150.2,200,Unhealthy
1,2023-01-31 15:03:00,135.8,192,Unhealthy
1,2023-01-31 15:03:30,226.1,276,Very unhealthy 
1,2023-01-31 15:06:30,73.9,160,Unhealthy
1,2023-01-31 15:07:30,97.5,172,Unhealthy
1,2023-01-31 15:08:30,498.9,474,Extremely hazardous
1,2023-01-31 15:09:00,109.6,178,Unhealthy
1,2023-01-31 15:09:30,323.0,372,Hazardous
1,2023-01-31 15:10:30,401.4,425,Extremely hazardous
1,2023-01-31 15:12:30,473.1,461,Extremely hazardous
1,2023-01-31 15:13:30,460.6,455,Extremely hazardous
1,2023-01-31 15:14:30,131.9,190,Unhealthy
1,2023-01-31 15:15:00,303.7,353,Hazardous
1,2023-01-31 15:16:30,164.7,214,Very unhealthy 
1,2023-01-31 15:17:00,251.9,301,Hazardous
1,2023-01-31 15:18:00,365.1,407,Extremely hazardous
1,2023-01-31 15:18:30,18.8,64,Moderate
1,2023-01-31 15:19:00,421.4,435,Extremely hazardous
1,2023-01-31 15:19:30,225.1,275,Very unhealthy 
1,2023-01-31 15:20:00,265.3,315,Hazardous
1,2023-01-31 15:21:00,99.7,173,Unhealthy
1,2023-01-31 15:22:00,290.2,340,Hazardous
1,2023-01-31 15:24:30,416.6,433,Extremely hazardous
1,2023-01-31 15:26:00,59.4,152,Unhealthy
1,2023-01-31 15:26:30,296.6,346,Hazardous
1,2023-01-31 15:27:30,16.6,60,Moderate
1,2023-01-31 15:28:00,315.1,365,Hazardous
1,2023-01-31 15:29:30,271.8,321,Hazardous
1,2023-01-31 15:30:00,153.9,203,Very unhealthy 
1,2023-01-31 15:31:00,139.3,194,Unhealthy
1,2023-01-31 15:31:30,21.1,69,Moderate
1,2023-01-31 15:32:30,313.9,363,Hazardous
1,2023-01-31 15:33:00,176.6,226,Very unhealthy 
1,2023-01-31 15:33:30,256.8,306,Hazardous
1,2023-01-31 15:34:00,437.4,443,Extremely hazardous
1,2023-01-31 15:35:00,50.1,136,Slightly unhealthy
1,2023-01-31 15:35:30,471.7,461,Extremely hazardous
1,2023-01-31 15:36:30,34.6,98,Moderate
1,2023-01-31 15:37:00,466.0,458,Extremely hazardous
1,2023-01-31 15:37:30,457.6,454,Extremely hazardous
1,2023-01-31 15:38:30,112.4,180,Unhealthy
1,2023-01-31 15:39:00,472.6,461,Extremely hazardous
1,2023-01-31 15:39:30,471.2,460,Extremely hazardous
1,2023-01-31 15:40:00,78.4,162,Unhealthy
1,2023-01-31 15:40:30,137.2,193,Unhealthy
1,2023-01-31 15:42:00,359.8,405,Extremely hazardous
1,2023-01-31 15:44:00,388.1,419,Extremely hazardous
1,2023-01-31 15:44:30,62.0,153,Unhealthy
1,2023-01-31 15:47:00,269.7,319,Hazardous
1,2023-01-31 15:47:30,421.2,435,Extremely hazardous
1,2023-01-31 15:48:00,234.4,284,Very unhealthy 
1,2023-01-31 15:49:00,97.8,172,Unhealthy
1,2023-01-31 15:50:00,525.9,488,Extremely hazardous
1,2023-01-31 15:51:30,68.3,157,Unhealthy
1,2023-01-31 15:52:30,144.6,197,Unhealthy
1,2023-01-31 15:53:00,267.0,316,Hazardous
1,2023-01-31 15:53:30,326.1,376,Hazardous
1,2023-01-31 15:54:00,181.2,231,Very unhealthy 
1,2023-01-31 15:54:30,147.0,198,Unhealthy
1,2023-01-31 15:56:00,248.3,298,Very unhealthy 
1,2023-01-31 15:57:30,435.7,443,Extremely hazardous
1,2023-01-31 15:58:00,226.8,276,Very unhealthy 
1,2023-01-31 15:59:00,381.7,416,Extremely hazardous
1,2023-01-31 15:59:30,186.0,236,Very unhealthy 
1,2023-01-31 16:00:00,430.3,440,Extremely hazardous
